game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,home_team_win,point_differential,total_points,home_points_scored_rolling,home_points_allowed_rolling,home_point_diff_rolling,home_win_rate_rolling,home_recent_form,away_points_scored_rolling,away_points_allowed_rolling,away_point_diff_rolling,away_win_rate_rolling,away_recent_form,home_epa_per_play,home_success_rate,home_yards_per_play,home_epa_allowed_per_play,home_success_rate_allowed,away_epa_per_play,away_success_rate,away_yards_per_play,away_epa_allowed_per_play,away_success_rate_allowed,points_scored_rolling_differential,points_allowed_rolling_differential,point_diff_rolling_differential,win_rate_rolling_differential,recent_form_differential,is_divisional_game
2025_16_NYJ_NO,2025,REG,16,2025-12-21,Sunday,13:00,NYJ,,NO,,Home,,,,2025122104,,,202512210nor,28649.0,401772801,6965.0,7,7,,,,,,,,,0,dome,sportturf,,,,,,,Aaron Glenn,Kellen Moore,,NOR00,Mercedes-Benz Superdome,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_16_MIN_NYG,2025,REG,16,2025-12-21,Sunday,13:00,MIN,,NYG,,Home,,,,2025122105,,,202512210nyg,28650.0,401772911,6966.0,7,7,,,,,,,,,0,outdoors,fieldturf,,,,,,,Kevin O'Connell,Brian Daboll,,NYC01,MetLife Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,-0.25,0.0,0
2025_16_KC_TEN,2025,REG,16,2025-12-21,Sunday,13:00,KC,,TEN,,Home,,,,2025122106,,,202512210oti,28651.0,401772803,6967.0,7,7,,,,,,,,,0,outdoors,grass,,,,,,,Andy Reid,Brian Callahan,,NAS00,Nissan Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_16_ATL_ARI,2025,REG,16,2025-12-21,Sunday,16:05,ATL,,ARI,,Home,,,,2025122107,,,202512210crd,28652.0,401772914,6968.0,10,7,,,,,,,,,0,closed,grass,,,,,,,Raheem Morris,Jonathan Gannon,,PHO00,State Farm Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,-0.25,0.0,0
2025_16_JAX_DEN,2025,REG,16,2025-12-21,Sunday,16:05,JAX,,DEN,,Home,,,,2025122108,,,202512210den,28653.0,401772913,6969.0,7,7,,,,,,,,,0,outdoors,grass,,,,,,,Liam Coen,Sean Payton,,DEN00,Empower Field at Mile High,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_16_PIT_DET,2025,REG,16,2025-12-21,Sunday,16:25,PIT,,DET,,Home,,,,2025122109,,,202512210det,28654.0,401772806,6970.0,6,7,,,,,,,,,0,dome,fieldturf,,,,,,,Mike Tomlin,Dan Campbell,,DET00,Ford Field,0,,,,,,0.25,0.3333333333333333,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,-0.25,0.0,0
2025_16_LV_HOU,2025,REG,16,2025-12-21,Sunday,16:25,LV,,HOU,,Home,,,,2025122110,,,202512210htx,28655.0,401772805,6971.0,7,7,,,,,,,,,0,closed,astroturf,,,,,,,Pete Carroll,DeMeco Ryans,,HOU00,NRG Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0
2025_16_CIN_MIA,2025,REG,16,2025-12-21,Sunday,20:20,CIN,,MIA,,Home,,,,2025122111,,,202512210mia,28656.0,401772934,6972.0,7,6,,,,,,,,,0,outdoors,grass,,,,,,,Zac Taylor,Mike McDaniel,,MIA00,Hard Rock Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0
2025_16_SF_IND,2025,REG,16,2025-12-22,Monday,20:15,SF,,IND,,Home,,,,2025122200,,,202512220clt,28657.0,401772824,6973.0,8,8,,,,,,,,,0,closed,fieldturf,,,,,,,Kyle Shanahan,Shane Steichen,,IND00,Lucas Oil Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_17_DAL_WAS,2025,REG,17,2025-12-25,Thursday,13:00,DAL,,WAS,,Home,,,,2025122500,,,202512250was,28658.0,401772710,6974.0,4,6,,,,,,,,,1,outdoors,grass,,,,,,,Brian Schottenheimer,Dan Quinn,,WAS00,FedExField,0,,,,,,0.5,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_17_DET_MIN,2025,REG,17,2025-12-25,Thursday,16:30,DET,,MIN,,Home,,,,2025122501,,,202512250min,28659.0,401772711,6975.0,4,4,,,,,,,,,1,dome,sportturf,,,,,,,Dan Campbell,Kevin O'Connell,,MIN01,U.S. Bank Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.5,0.3333333333333333,0
2025_17_DEN_KC,2025,REG,17,2025-12-25,Thursday,20:15,DEN,,KC,,Home,,,,2025122502,,,202512250kan,28660.0,401772622,6976.0,4,4,,,,,,,,,1,outdoors,grass,,,,,,,Sean Payton,Andy Reid,,KAN00,GEHA Field at Arrowhead Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.0,0
2025_17_SEA_CAR,2025,REG,17,2025-12-28,Sunday,13:00,SEA,,CAR,,Home,,,,2025122800,,,202512280car,28661.0,401772952,6977.0,10,7,,,,,,,,,0,outdoors,grass,,,,,,,Mike Macdonald,Dave Canales,,CAR00,Bank of America Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.0,0
2025_17_ARI_CIN,2025,REG,17,2025-12-28,Sunday,13:00,ARI,,CIN,,Home,,,,2025122801,,,202512280cin,28662.0,401772954,6978.0,7,7,,,,,,,,,0,outdoors,fieldturf,,,,,,,Jonathan Gannon,Zac Taylor,,CIN00,Paycor Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_17_PIT_CLE,2025,REG,17,2025-12-28,Sunday,13:00,PIT,,CLE,,Home,,,,2025122800,,,202512280cle,28666.0,401772807,6979.0,7,7,,,,,,,,,1,outdoors,grass,,,,,,,Mike Tomlin,Kevin Stefanski,,CLE00,FirstEnergy Stadium,0,,,,,,0.25,0.3333333333333333,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,-0.25,-0.3333333333333333,0
2025_17_BAL_GB,2025,REG,17,2025-12-28,Sunday,13:00,BAL,,GB,,Home,,,,2025122802,,,202512280gnb,28663.0,401772953,6980.0,7,9,,,,,,,,,0,outdoors,grass,,,,,,,John Harbaugh,Matt LaFleur,,GNB00,Lambeau Field,0,,,,,,0.75,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.5,0.3333333333333333,0
2025_17_JAX_IND,2025,REG,17,2025-12-28,Sunday,13:00,JAX,,IND,,Home,,,,2025122801,,,202512280clt,28667.0,401772915,6981.0,7,6,,,,,,,,,1,closed,fieldturf,,,,,,,Liam Coen,Shane Steichen,,IND00,Lucas Oil Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_17_HOU_LAC,2025,REG,17,2025-12-28,Sunday,13:00,HOU,,LAC,,Home,,,,2025122803,,,202512280sdg,28664.0,401772951,6982.0,7,7,,,,,,,,,0,dome,matrixturf,,,,,,,DeMeco Ryans,Jim Harbaugh,,LAX01,SoFi Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_17_NYG_LV,2025,REG,17,2025-12-28,Sunday,13:00,NYG,,LV,,Home,,,,2025122804,,,202512280rai,28665.0,401772950,6983.0,7,7,,,,,,,,,0,dome,grass,,,,,,,Brian Daboll,Pete Carroll,,VEG00,Allegiant Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_17_TB_MIA,2025,REG,17,2025-12-28,Sunday,13:00,TB,,MIA,,Home,,,,2025122802,,,202512280mia,28668.0,401772916,6984.0,7,7,,,,,,,,,0,outdoors,grass,,,,,,,Todd Bowles,Mike McDaniel,,MIA00,Hard Rock Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_17_NE_NYJ,2025,REG,17,2025-12-28,Sunday,13:00,NE,,NYJ,,Home,,,,2025122803,,,202512280nyj,28669.0,401772808,6985.0,7,7,,,,,,,,,1,outdoors,fieldturf,,,,,,,Mike Vrabel,Aaron Glenn,,NYC01,MetLife Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_17_NO_TEN,2025,REG,17,2025-12-28,Sunday,13:00,NO,,TEN,,Home,,,,2025122804,,,202512280oti,28670.0,401772809,6986.0,7,7,,,,,,,,,0,outdoors,grass,,,,,,,Kellen Moore,Brian Callahan,,NAS00,Nissan Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_17_PHI_BUF,2025,REG,17,2025-12-28,Sunday,16:25,PHI,,BUF,,Home,,,,2025122805,,,202512280buf,28671.0,401772917,6987.0,9,7,,,,,,,,,0,outdoors,a_turf,,,,,,,Nick Sirianni,Sean McDermott,,BUF00,New Era Field,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.25,0.0,0
2025_17_CHI_SF,2025,REG,17,2025-12-28,Sunday,20:20,CHI,,SF,,Home,,,,2025122806,,,202512280sfo,28672.0,401772935,6988.0,9,6,,,,,,,,,0,outdoors,grass,,,,,,,Ben Johnson,Kyle Shanahan,,SFO01,Levi's Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_17_LA_ATL,2025,REG,17,2025-12-29,Monday,20:15,LA,,ATL,,Home,,,,2025122900,,,202512290atl,28673.0,401772825,6989.0,11,8,,,,,,,,,0,closed,fieldturf,,,,,,,Sean McVay,Raheem Morris,,ATL97,Mercedes-Benz Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0
2025_18_NO_ATL,2025,REG,18,2026-01-04,Sunday,13:00,NO,,ATL,,Home,,,,2025010400,,,202501040atl,28689.0,401772966,6990.0,6,6,,,,,,,,,1,closed,fieldturf,,,,,,,Kellen Moore,Raheem Morris,,ATL97,Mercedes-Benz Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_18_NYJ_BUF,2025,REG,18,2026-01-04,Sunday,13:00,NYJ,,BUF,,Home,,,,2025010401,,,202501040buf,28674.0,401772967,6991.0,6,6,,,,,,,,,1,outdoors,a_turf,,,,,,,Aaron Glenn,Sean McDermott,,BUF00,New Era Field,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0
2025_18_DET_CHI,2025,REG,18,2026-01-04,Sunday,13:00,DET,,CHI,,Home,,,,2025010402,,,202501040chi,28675.0,401772965,6992.0,5,9,,,,,,,,,1,outdoors,grass,,,,,,,Dan Campbell,Ben Johnson,,CHI98,Soldier Field,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,-0.3333333333333333,0
2025_18_CLE_CIN,2025,REG,18,2026-01-04,Sunday,13:00,CLE,,CIN,,Home,,,,2025010403,,,202501040cin,28676.0,401772964,6993.0,6,7,,,,,,,,,1,outdoors,fieldturf,,,,,,,Kevin Stefanski,Zac Taylor,,CIN00,Paycor Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.0,0
2025_18_LAC_DEN,2025,REG,18,2026-01-04,Sunday,13:00,LAC,,DEN,,Home,,,,2025010404,,,202501040den,28677.0,401772956,6994.0,7,7,,,,,,,,,1,outdoors,grass,,,,,,,Jim Harbaugh,Sean Payton,,DEN00,Empower Field at Mile High,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,-0.3333333333333333,0
2025_18_IND_HOU,2025,REG,18,2026-01-04,Sunday,13:00,IND,,HOU,,Home,,,,2025010405,,,202501040htx,28678.0,401772962,6995.0,6,10,,,,,,,,,1,closed,astroturf,,,,,,,Shane Steichen,DeMeco Ryans,,HOU00,NRG Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.0,0
2025_18_TEN_JAX,2025,REG,18,2026-01-04,Sunday,13:00,TEN,,JAX,,Home,,,,2025010406,,,202501040jax,28679.0,401772970,6996.0,6,6,,,,,,,,,1,outdoors,grass,,,,,,,Brian Callahan,Liam Coen,,JAX00,TIAA Bank Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_18_ARI_LA,2025,REG,18,2026-01-04,Sunday,13:00,ARI,,LA,,Home,,,,2025010407,,,202501040ram,28681.0,401772955,6997.0,7,7,,,,,,,,,1,dome,matrixturf,,,,,,,Jonathan Gannon,Sean McVay,,LAX01,SoFi Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.25,0.0,0
2025_18_KC_LV,2025,REG,18,2026-01-04,Sunday,13:00,KC,,LV,,Home,,,,2025010408,,,202501040rai,28680.0,401772957,6998.0,10,6,,,,,,,,,1,dome,grass,,,,,,,Andy Reid,Pete Carroll,,VEG00,Allegiant Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_18_GB_MIN,2025,REG,18,2026-01-04,Sunday,13:00,GB,,MIN,,Home,,,,2025010409,,,202501040min,28682.0,401772968,6999.0,6,6,,,,,,,,,1,dome,sportturf,,,,,,,Matt LaFleur,Kevin O'Connell,,MIN01,U.S. Bank Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0
2025_18_MIA_NE,2025,REG,18,2026-01-04,Sunday,13:00,MIA,,NE,,Home,,,,2025010410,,,202501040nwe,28683.0,401772958,7000.0,6,7,,,,,,,,,1,outdoors,fieldturf,,,,,,,Mike McDaniel,Mike Vrabel,,BOS00,Gillette Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.3333333333333333,0
2025_18_DAL_NYG,2025,REG,18,2026-01-04,Sunday,13:00,DAL,,NYG,,Home,,,,2025010411,,,202501040nyg,28684.0,401772963,7001.0,6,6,,,,,,,,,1,outdoors,fieldturf,,,,,,,Brian Schottenheimer,Brian Daboll,,NYC01,MetLife Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.0,0
2025_18_WAS_PHI,2025,REG,18,2026-01-04,Sunday,13:00,WAS,,PHI,,Home,,,,2025010412,,,202501040phi,28685.0,401772959,7002.0,6,6,,,,,,,,,1,outdoors,grass,,,,,,,Dan Quinn,Nick Sirianni,,PHI00,Lincoln Financial Field,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
2025_18_BAL_PIT,2025,REG,18,2026-01-04,Sunday,13:00,BAL,,PIT,,Home,,,,2025010413,,,202501040pit,28686.0,401772960,7003.0,10,10,,,,,,,,,1,outdoors,grass,,,,,,,John Harbaugh,Mike Tomlin,,PIT00,Acrisure Stadium,0,,,,,,0.75,0.6666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,0.25,0.0,0
2025_18_SEA_SF,2025,REG,18,2026-01-04,Sunday,13:00,SEA,,SF,,Home,,,,2025010414,,,202501040sfo,28687.0,401772961,7004.0,9,5,,,,,,,,,1,outdoors,grass,,,,,,,Mike Macdonald,Kyle Shanahan,,SFO01,Levi's Stadium,0,,,,,,0.5,0.3333333333333333,,,,0.5,0.3333333333333333,,,,,,,,,,,,,,0.0,0.0,0
2025_18_CAR_TB,2025,REG,18,2026-01-04,Sunday,13:00,CAR,,TB,,Home,,,,2025010415,,,202501040tam,28688.0,401772969,7005.0,6,6,,,,,,,,,1,outdoors,grass,,,,,,,Dave Canales,Todd Bowles,,TAM00,Raymond James Stadium,0,,,,,,0.5,0.6666666666666666,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,0.25,0.3333333333333333,0
